Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Revenue,Margin,Ship Days,Order Returned,Shipping TAT
4971,ID-2016-36977,6/14/2016,6/19/2016,Standard Class,RE-19450,Richard Eichhorn,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,TEC-CO-10002283,Technology,Copiers,"Brother Copy Machine, Color",484.5114,2,0.07,151.0314,969.0228,50,5,No,Second Class
4972,IN-2017-74329,8/16/2017,8/22/2017,Standard Class,BF-11215,Benjamin Farhat,Home Office,Perth,Western Australia,Australia,Oceania,TEC-AC-10002455,Technology,Accessories,"Logitech Flash Drive, Programmable",57.618,2,0.1,14.058,115.236,50,6,No,Standard Class
4973,IN-2017-74329,8/16/2017,8/22/2017,Standard Class,BF-11215,Benjamin Farhat,Home Office,Perth,Western Australia,Australia,Oceania,OFF-PA-10001086,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",43.659,1,0.1,7.269,43.659,0,6,No,Standard Class
4974,IN-2017-74329,8/16/2017,8/22/2017,Standard Class,BF-11215,Benjamin Farhat,Home Office,Perth,Western Australia,Australia,Oceania,FUR-BO-10000195,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",446.796,4,0.1,143.916,1787.184,75,6,No,Standard Class
4975,IN-2017-74329,8/16/2017,8/22/2017,Standard Class,BF-11215,Benjamin Farhat,Home Office,Perth,Western Australia,Australia,Oceania,OFF-SU-10001698,Office Supplies,Supplies,"Stiletto Box Cutter, Steel",159.165,5,0.1,21.165,795.8249999999999,80,6,No,Standard Class
4976,IN-2017-74329,8/16/2017,8/22/2017,Standard Class,BF-11215,Benjamin Farhat,Home Office,Perth,Western Australia,Australia,Oceania,OFF-BI-10002386,Office Supplies,Binders,"Acco Index Tab, Clear",23.166,3,0.1,0.486,69.498,66.66666666666667,6,No,Standard Class
4977,IN-2018-17580,9/23/2018,9/29/2018,Standard Class,HR-14770,Hallie Redmond,Home Office,Marikina,Metro Manila,Philippines,Southeast Asia,FUR-CH-10000974,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black",2841.66,8,0.25,189.42,22733.28,87.5,6,No,Standard Class
4978,IN-2018-17580,9/23/2018,9/29/2018,Standard Class,HR-14770,Hallie Redmond,Home Office,Marikina,Metro Manila,Philippines,Southeast Asia,FUR-CH-10000430,Furniture,Chairs,"SAFCO Swivel Stool, Red",251.91,2,0.25,47.01,503.82,50,6,No,Standard Class
4979,IN-2018-32609,11/4/2018,11/6/2018,First Class,DK-12835,Damala Kotsonis,Corporate,Shanghai,Shanghai,China,North Asia,TEC-AC-10002850,Technology,Accessories,"Enermax Memory Card, Bluetooth",228.78,2,0,34.26,457.56,50,2,No,First Class
4980,IN-2018-32609,11/4/2018,11/6/2018,First Class,DK-12835,Damala Kotsonis,Corporate,Shanghai,Shanghai,China,North Asia,TEC-CO-10000447,Technology,Copiers,"Canon Wireless Fax, Color",760.2,2,0,288.84,1520.4,50,2,No,First Class
4981,ID-2016-65684,3/17/2016,3/21/2016,Standard Class,LC-16885,Lena Creighton,Consumer,Banda Aceh,Aceh,Indonesia,Southeast Asia,OFF-BI-10004078,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",91.134,4,0.17,-1.146,364.536,75,4,No,Second Class
4982,IN-2016-53420,4/13/2016,4/15/2016,Second Class,LW-16825,Laurel Workman,Corporate,Nasik,Maharashtra,India,Central Asia,TEC-CO-10004961,Technology,Copiers,"HP Wireless Fax, Color",723.3,2,0,332.7,1446.6,50,2,No,First Class
4983,IN-2016-53420,4/13/2016,4/15/2016,Second Class,LW-16825,Laurel Workman,Corporate,Nasik,Maharashtra,India,Central Asia,OFF-BI-10003012,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Economy",4.53,1,0,1.92,4.53,0,2,No,First Class
4984,IN-2018-50977,3/11/2018,3/15/2018,Standard Class,LA-16780,Laura Armstrong,Corporate,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,TEC-CO-10000786,Technology,Copiers,"Canon Fax Machine, Color",639.66,2,0,121.5,1279.32,50,4,No,Second Class
4985,IN-2018-50977,3/11/2018,3/15/2018,Standard Class,LA-16780,Laura Armstrong,Corporate,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,FUR-CH-10000110,Furniture,Chairs,"Hon Bag Chairs, Red",90.3,2,0,38.82,180.6,50,4,No,Second Class
4986,IN-2017-36130,11/9/2017,11/13/2017,Standard Class,JM-16195,Justin MacKendrick,Consumer,Beijing,Beijing,China,North Asia,TEC-CO-10000663,Technology,Copiers,"HP Fax Machine, High-Speed",894.42,3,0,62.55,2683.2599999999998,66.66666666666666,4,No,Second Class
4987,IN-2017-36130,11/9/2017,11/13/2017,Standard Class,JM-16195,Justin MacKendrick,Consumer,Beijing,Beijing,China,North Asia,OFF-EN-10002784,Office Supplies,Envelopes,"Cameo Manila Envelope, Recycled",180.6,7,0,81.27,1264.2,85.71428571428572,4,No,Second Class
4988,IN-2017-36130,11/9/2017,11/13/2017,Standard Class,JM-16195,Justin MacKendrick,Consumer,Beijing,Beijing,China,North Asia,OFF-PA-10003686,Office Supplies,Paper,"SanDisk Message Books, Multicolor",176.61,7,0,5.25,1236.27,85.71428571,4,No,Second Class
4989,ID-2018-26323,5/21/2018,5/27/2018,Standard Class,DK-13375,Dennis Kane,Consumer,Peshawar,Khyber Pakhtunkhwa,Pakistan,Central Asia,OFF-PA-10000694,Office Supplies,Paper,"Green Bar Message Books, Premium",71.37,6,0.5,-25.83,428.22,83.33333333333334,6,No,Standard Class
4990,ID-2015-50655,12/10/2015,12/14/2015,Standard Class,JP-15520,Jeremy Pistek,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,TEC-MA-10004553,Technology,Machines,"Epson Receipt Printer, Red",428.175,5,0.25,-51.525,2140.875,80,4,Yes,Second Class
4991,ID-2015-50655,12/10/2015,12/14/2015,Standard Class,JP-15520,Jeremy Pistek,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-SU-10000932,Office Supplies,Supplies,"Fiskars Ruler, High Speed",15.873,2,0.45,-8.667,31.746,50,4,Yes,Second Class
4992,ID-2015-50655,12/10/2015,12/14/2015,Standard Class,JP-15520,Jeremy Pistek,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,FUR-FU-10004619,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic",214.65,12,0.25,48.33,2575.8,91.66666666666666,4,Yes,Second Class
4993,ID-2015-50655,12/10/2015,12/14/2015,Standard Class,JP-15520,Jeremy Pistek,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-AP-10001233,Office Supplies,Appliances,"Hamilton Beach Toaster, Red",195.534,4,0.15,64.374,782.136,75,4,Yes,Second Class
4994,ID-2018-58572,5/24/2018,5/29/2018,Standard Class,VT-21700,Valerie Takahito,Home Office,Seoul,Seoul,South Korea,North Asia,TEC-PH-10004578,Technology,Phones,"Nokia Office Telephone, with Caller ID",227.955,7,0.5,-118.545,1595.6850000000002,85.71428571428572,5,No,Second Class
4995,ID-2018-58572,5/24/2018,5/29/2018,Standard Class,VT-21700,Valerie Takahito,Home Office,Seoul,Seoul,South Korea,North Asia,FUR-CH-10002966,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",576.384,4,0.2,-122.496,2305.536,75,5,No,Second Class
4996,ID-2018-58572,5/24/2018,5/29/2018,Standard Class,VT-21700,Valerie Takahito,Home Office,Seoul,Seoul,South Korea,North Asia,TEC-PH-10004300,Technology,Phones,"Apple Office Telephone, Cordless",136.26,4,0.5,-8.22,545.04,75,5,No,Second Class
4997,IN-2017-17734,11/24/2017,11/26/2017,Second Class,PW-19240,Pierre Wener,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-EN-10003520,Office Supplies,Envelopes,"Cameo Clasp Envelope, Set of 50",51.354,6,0.1,11.934,308.124,83.33333333333334,2,No,First Class
4998,IN-2015-70409,10/21/2015,10/23/2015,First Class,KL-16555,Kelly Lampkin,Corporate,Chengdu,Sichuan,China,North Asia,OFF-SU-10002448,Office Supplies,Supplies,"Stiletto Trimmer, High Speed",256.5,6,0,48.6,1539,83.33333333333334,2,No,First Class
4999,IN-2015-36074,2/1/2015,2/5/2015,Second Class,DK-13150,David Kendrick,Corporate,Chongqing,Chongqing,China,North Asia,OFF-AP-10001254,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Red",352.35,5,0,137.4,1761.75,80,4,Yes,Second Class
5000,IN-2016-24216,8/4/2016,8/8/2016,Standard Class,RE-19450,Richard Eichhorn,Consumer,Newcastle,New South Wales,Australia,Oceania,OFF-SU-10002344,Office Supplies,Supplies,"Stiletto Box Cutter, Serrated",88.209,3,0.1,35.199,264.627,66.66666666666666,4,No,Second Class
5001,IN-2017-67098,5/4/2017,5/8/2017,Standard Class,RB-19360,Raymond Buch,Consumer,Guangzhou,Guangdong,China,North Asia,FUR-FU-10004619,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic",71.55,3,0,29.97,214.64999999999998,66.66666666666666,4,No,Second Class
5002,IN-2017-67098,5/4/2017,5/8/2017,Standard Class,RB-19360,Raymond Buch,Consumer,Guangzhou,Guangdong,China,North Asia,FUR-FU-10000526,Furniture,Furnishings,"Deflect-O Frame, Durable",214.14,2,0,92.04,428.28,50,4,No,Second Class
5003,IN-2017-67098,5/4/2017,5/8/2017,Standard Class,RB-19360,Raymond Buch,Consumer,Guangzhou,Guangdong,China,North Asia,TEC-CO-10003448,Technology,Copiers,"Canon Ink, Laser",1324.35,9,0,609.12,11919.15,88.88888888888889,4,No,Second Class
5004,IN-2017-67098,5/4/2017,5/8/2017,Standard Class,RB-19360,Raymond Buch,Consumer,Guangzhou,Guangdong,China,North Asia,OFF-AP-10002104,Office Supplies,Appliances,"Hoover Microwave, Red",925.92,3,0,101.79,2777.7599999999998,66.66666666666666,4,No,Second Class
5005,IN-2018-53707,5/29/2018,6/2/2018,Second Class,DJ-13630,Doug Jacobs,Consumer,Guntur,Andhra Pradesh,India,Central Asia,OFF-LA-10003678,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set",35.25,5,0,0,176.25,80,4,No,Second Class
5006,IN-2018-53707,5/29/2018,6/2/2018,Second Class,DJ-13630,Doug Jacobs,Consumer,Guntur,Andhra Pradesh,India,Central Asia,TEC-PH-10001321,Technology,Phones,"Cisco Speaker Phone, Full Size",838.62,6,0,176.04,5031.72,83.33333333333334,4,No,Second Class
5007,IN-2018-53707,5/29/2018,6/2/2018,Second Class,DJ-13630,Doug Jacobs,Consumer,Guntur,Andhra Pradesh,India,Central Asia,FUR-CH-10002932,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",149.58,1,0,14.94,149.58,0,4,No,Second Class
5008,IN-2015-40911,3/23/2015,3/27/2015,Standard Class,JC-15340,Jasper Cacioppo,Consumer,Donghai,Guangdong,China,North Asia,OFF-LA-10000707,Office Supplies,Labels,"Avery Removable Labels, Adjustable",25.92,3,0,0.72,77.76,66.66666666666666,4,No,Second Class
5009,IN-2016-67791,6/26/2016,6/30/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,Wafangdian,Liaoning,China,North Asia,OFF-ST-10004576,Office Supplies,Storage,"Rogers File Cart, Single Width",141.63,1,0,25.47,141.63,0,4,Yes,Second Class
5010,IN-2017-10181,3/27/2017,3/31/2017,Standard Class,BB-10990,Barry Blumstein,Corporate,Jakarta,Jakarta,Indonesia,Southeast Asia,FUR-CH-10004089,Furniture,Chairs,"Harbour Creations Bag Chairs, Set of Two",93.2502,2,0.27,2.5302,186.5004,50,4,No,Second Class
5011,IN-2017-10181,3/27/2017,3/31/2017,Standard Class,BB-10990,Barry Blumstein,Corporate,Jakarta,Jakarta,Indonesia,Southeast Asia,OFF-SU-10000970,Office Supplies,Supplies,"Elite Box Cutter, Easy Grip",58.0509,3,0.47,-37.2591,174.15269999999998,66.66666666666666,4,No,Second Class
5012,IN-2018-67462,12/19/2018,12/23/2018,Standard Class,VB-21745,Victoria Brennan,Corporate,Nanchang,Jiangxi,China,North Asia,TEC-MA-10002134,Technology,Machines,"Konica Inkjet, Wireless",940.32,3,0,141.03,2820.96,66.66666666666666,4,No,Second Class
5013,IN-2018-67462,12/19/2018,12/23/2018,Standard Class,VB-21745,Victoria Brennan,Corporate,Nanchang,Jiangxi,China,North Asia,OFF-ST-10002395,Office Supplies,Storage,"Rogers Lockers, Single Width",211.65,1,0,93.12,211.65,0,4,No,Second Class
5014,IN-2018-67462,12/19/2018,12/23/2018,Standard Class,VB-21745,Victoria Brennan,Corporate,Nanchang,Jiangxi,China,North Asia,OFF-BI-10001293,Office Supplies,Binders,"Acco 3-Hole Punch, Clear",118.32,4,0,1.08,473.28,75,4,No,Second Class
5015,IN-2017-47029,6/26/2017,6/30/2017,Standard Class,HZ-14950,Henia Zydlo,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,OFF-AP-10001233,Office Supplies,Appliances,"Hamilton Beach Toaster, Red",190.9332,4,0.17,59.7732,763.7328,75.00000000000001,4,No,Second Class
5016,IN-2016-25238,5/23/2016,5/28/2016,Standard Class,JM-15250,Janet Martin,Consumer,Melbourne,Victoria,Australia,Oceania,FUR-BO-10001874,Furniture,Bookcases,"Sauder Corner Shelving, Pine",133.785,1,0.1,11.865,133.785,0,5,No,Second Class
5017,IN-2016-25238,5/23/2016,5/28/2016,Standard Class,JM-15250,Janet Martin,Consumer,Melbourne,Victoria,Australia,Oceania,FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",613.224,4,0.1,-40.896,2452.896,75,5,No,Second Class
5018,IN-2016-25238,5/23/2016,5/28/2016,Standard Class,JM-15250,Janet Martin,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-EN-10003316,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled",92.988,7,0.1,3.948,650.9159999999999,85.71428571428571,5,No,Second Class
5019,IN-2016-25238,5/23/2016,5/28/2016,Standard Class,JM-15250,Janet Martin,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-AP-10001916,Office Supplies,Appliances,"Breville Blender, Black",242.109,3,0.1,-16.191,726.327,66.66666666666666,5,No,Second Class
5020,IN-2018-66615,1/19/2018,1/24/2018,Standard Class,DB-13405,Denny Blanton,Consumer,Wuxi,Jiangsu,China,North Asia,FUR-CH-10000027,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",5049,11,0,656.37,55539,90.90909091,5,No,Second Class
5021,IN-2018-66615,1/19/2018,1/24/2018,Standard Class,DB-13405,Denny Blanton,Consumer,Wuxi,Jiangsu,China,North Asia,OFF-SU-10003592,Office Supplies,Supplies,"Acme Ruler, High Speed",116.97,7,0,4.62,818.79,85.71428571428571,5,No,Second Class
5022,IN-2018-57683,9/11/2018,9/15/2018,Standard Class,DL-13330,Denise Leinenbach,Consumer,Matsubara,Oita,Japan,North Asia,FUR-BO-10000210,Furniture,Bookcases,"Ikea Library with Doors, Pine",1094.22,3,0,328.23,3282.66,66.66666666666666,4,Yes,Second Class
5023,IN-2018-57683,9/11/2018,9/15/2018,Standard Class,DL-13330,Denise Leinenbach,Consumer,Matsubara,Oita,Japan,North Asia,OFF-AP-10003500,Office Supplies,Appliances,"KitchenAid Microwave, White",308.46,1,0,86.34,308.46,0,4,Yes,Second Class
5024,IN-2018-57683,9/11/2018,9/15/2018,Standard Class,DL-13330,Denise Leinenbach,Consumer,Matsubara,Oita,Japan,North Asia,OFF-PA-10003303,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor",249.75,9,0,114.75,2247.75,88.88888888888889,4,Yes,Second Class
5025,IN-2018-57683,9/11/2018,9/15/2018,Standard Class,DL-13330,Denise Leinenbach,Consumer,Matsubara,Oita,Japan,North Asia,TEC-MA-10003624,Technology,Machines,"StarTech Inkjet, Wireless",301.77,1,0,138.81,301.77,0,4,Yes,Second Class
5026,ID-2015-59895,12/30/2015,1/4/2016,Standard Class,TT-21265,Tim Taslimi,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,OFF-PA-10004124,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",61.512,4,0.45,-47.088,246.048,75,5,No,Second Class
5027,ID-2015-72894,2/28/2015,3/4/2015,First Class,PS-18970,Paul Stevenson,Home Office,Seoul,Seoul,South Korea,North Asia,FUR-FU-10000815,Furniture,Furnishings,"Eldon Door Stop, Black",401.28,10,0.2,-5.22,4012.7999999999997,89.99999999999999,4,No,Second Class
5028,ID-2015-72894,2/28/2015,3/4/2015,First Class,PS-18970,Paul Stevenson,Home Office,Seoul,Seoul,South Korea,North Asia,OFF-AP-10000675,Office Supplies,Appliances,"Hamilton Beach Stove, White",810.72,3,0.5,-599.94,2432.16,66.66666666666666,4,No,Second Class
5029,ID-2015-72894,2/28/2015,3/4/2015,First Class,PS-18970,Paul Stevenson,Home Office,Seoul,Seoul,South Korea,North Asia,OFF-AP-10003275,Office Supplies,Appliances,"KitchenAid Microwave, Silver",311.07,2,0.5,-224.01,622.14,50,4,No,Second Class
5030,ID-2015-72894,2/28/2015,3/4/2015,First Class,PS-18970,Paul Stevenson,Home Office,Seoul,Seoul,South Korea,North Asia,FUR-FU-10004074,Furniture,Furnishings,"Advantus Stacking Tray, Erganomic",139.944,7,0.2,6.804,979.608,85.71428571428572,4,No,Second Class
5031,ID-2015-72894,2/28/2015,3/4/2015,First Class,PS-18970,Paul Stevenson,Home Office,Seoul,Seoul,South Korea,North Asia,TEC-AC-10003668,Technology,Accessories,"Belkin Memory Card, Bluetooth",114.81,2,0.5,-50.55,229.62,50,4,No,Second Class
5032,IN-2018-68169,10/9/2018,10/9/2018,Same Day,EG-13900,Emily Grady,Consumer,Yangon,Yangon,Myanmar (Burma),Southeast Asia,TEC-PH-10004200,Technology,Phones,"Motorola Audio Dock, Full Size",144.9678,1,0.17,12.2178,144.9678,0,0,No,Same day
5033,IN-2015-45398,9/18/2015,9/21/2015,First Class,MA-17560,Matt Abelman,Home Office,Mount Isa,Queensland,Australia,Oceania,OFF-AP-10001254,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Red",126.846,2,0.1,40.866,253.692,50,3,No,Second Class
5034,IN-2015-45398,9/18/2015,9/21/2015,First Class,MA-17560,Matt Abelman,Home Office,Mount Isa,Queensland,Australia,Oceania,OFF-LA-10000707,Office Supplies,Labels,"Avery Removable Labels, Adjustable",62.208,8,0.1,-4.992,497.664,87.50000000000001,3,No,Second Class
5035,IN-2015-45398,9/18/2015,9/21/2015,First Class,MA-17560,Matt Abelman,Home Office,Mount Isa,Queensland,Australia,Oceania,FUR-BO-10001541,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",110.673,1,0.1,-2.487,110.673,0,3,No,Second Class
5036,IN-2017-71249,10/18/2017,10/19/2017,First Class,CR-12730,Craig Reiter,Consumer,Brisbane,Queensland,Australia,Oceania,TEC-PH-10004664,Technology,Phones,"Nokia Smart Phone, with Caller ID",5175.171,9,0.1,919.971,46576.539000000004,88.88888888888889,1,No,First Class
5037,IN-2017-71249,10/18/2017,10/19/2017,First Class,CR-12730,Craig Reiter,Consumer,Brisbane,Queensland,Australia,Oceania,OFF-BI-10001808,Office Supplies,Binders,"Ibico Index Tab, Clear",16.038,2,0.1,-1.302,32.076,50,1,No,First Class
5038,IN-2017-71249,10/18/2017,10/19/2017,First Class,CR-12730,Craig Reiter,Consumer,Brisbane,Queensland,Australia,Oceania,OFF-BI-10003779,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",27.27,1,0.1,9.09,27.27,0,1,No,First Class
5039,IN-2017-71249,10/18/2017,10/19/2017,First Class,CR-12730,Craig Reiter,Consumer,Brisbane,Queensland,Australia,Oceania,OFF-FA-10003161,Office Supplies,Fasteners,"OIC Paper Clips, Assorted Sizes",64.152,6,0.1,22.032,384.91200000000003,83.33333333333334,1,No,First Class
5040,IN-2017-71249,10/18/2017,10/19/2017,First Class,CR-12730,Craig Reiter,Consumer,Brisbane,Queensland,Australia,Oceania,TEC-PH-10000214,Technology,Phones,"Apple Speaker Phone, VoIP",333.153,3,0.1,88.803,999.4590000000001,66.66666666666666,1,No,First Class
5041,ID-2016-70927,9/8/2016,9/12/2016,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Daejeon,Daejeon,South Korea,North Asia,OFF-PA-10004326,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor",42,5,0.5,-31.95,210,80,4,No,Second Class
5042,ID-2017-78298,11/8/2017,11/12/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-EN-10000615,Office Supplies,Envelopes,"Jiffy Mailers, Security-Tint",21.7635,1,0.45,-13.0665,21.7635,0,4,No,Second Class
5043,ID-2017-78298,11/8/2017,11/12/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,FUR-CH-10002209,Furniture,Chairs,"Novimex Chairmat, Red",253.53,6,0.25,9.99,1521.18,83.33333333333334,4,No,Second Class
5044,ID-2017-78298,11/8/2017,11/12/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-LA-10003215,Office Supplies,Labels,"Smead File Folder Labels, Laser Printer Compatible",24.42,5,0.45,-10.23,122.10000000000001,80,4,No,Second Class
5045,ID-2017-78298,11/8/2017,11/12/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,FUR-FU-10001343,Furniture,Furnishings,"Eldon Stacking Tray, Erganomic",180.72,8,0.25,-9.84,1445.76,87.5,4,No,Second Class
5046,ID-2017-78298,11/8/2017,11/12/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,TEC-MA-10003338,Technology,Machines,"Panasonic Phone, Red",307.4625,5,0.25,12.2625,1537.3125,80,4,No,Second Class
5047,ID-2017-78298,11/8/2017,11/12/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,TEC-PH-10000822,Technology,Phones,"Apple Speaker Phone, Full Size",280.3275,3,0.25,-3.8025,840.9825,66.66666666666666,4,No,Second Class
5048,ID-2017-78298,11/8/2017,11/12/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-FA-10004171,Office Supplies,Fasteners,"Accos Paper Clips, Assorted Sizes",18.9585,3,0.45,-5.5215,56.8755,66.66666666666666,4,No,Second Class
5049,ID-2015-25287,5/10/2015,5/16/2015,Standard Class,SC-20440,Shaun Chance,Corporate,Medan,Sumatera Utara,Indonesia,Southeast Asia,OFF-LA-10003236,Office Supplies,Labels,"Hon Round Labels, Adjustable",14.5008,6,0.47,-3.6792,87.0048,83.33333333333334,6,No,Standard Class
5050,IN-2018-57172,3/10/2018,3/14/2018,Standard Class,CB-12025,Cassandra Brandow,Consumer,Baranagar,West Bengal,India,Central Asia,FUR-BO-10004043,Furniture,Bookcases,"Dania Classic Bookcase, Metal",1230.66,3,0,24.57,3691.9800000000005,66.66666666666667,4,No,Second Class
5051,ID-2018-11707,8/5/2018,8/10/2018,Standard Class,AW-10930,Arthur Wiediger,Home Office,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-PA-10004115,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",53.901,3,0.47,-21.429,161.703,66.66666666666666,5,No,Second Class
5052,IN-2015-20828,10/8/2015,10/11/2015,First Class,DK-13150,David Kendrick,Corporate,Linhai,Zhejiang,China,North Asia,OFF-EN-10000224,Office Supplies,Envelopes,"Cameo Clasp Envelope, Recycled",33.24,4,0,6.6,132.96,75,3,No,Second Class
5053,IN-2017-18175,12/21/2017,12/25/2017,Standard Class,DC-12850,Dan Campbell,Consumer,Guangzhou,Guangdong,China,North Asia,TEC-CO-10002587,Technology,Copiers,"Sharp Fax and Copier, Laser",674.4,4,0,316.92,2697.6,75,4,Yes,Second Class
5054,IN-2017-18175,12/21/2017,12/25/2017,Standard Class,DC-12850,Dan Campbell,Consumer,Guangzhou,Guangdong,China,North Asia,OFF-LA-10002875,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",26.64,3,0,8.19,79.92,66.66666666666666,4,Yes,Second Class
5055,IN-2017-18175,12/21/2017,12/25/2017,Standard Class,DC-12850,Dan Campbell,Consumer,Guangzhou,Guangdong,China,North Asia,OFF-EN-10000061,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Security-Tint",21.84,2,0,4.32,43.68,50,4,Yes,Second Class
5056,IN-2015-23712,12/15/2015,12/18/2015,Second Class,SC-20770,Stewart Carmichael,Corporate,Bhiwandi,Maharashtra,India,Central Asia,OFF-AR-10004614,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",58.44,2,0,19.26,116.88,50,3,Yes,Second Class
5057,IN-2015-23712,12/15/2015,12/18/2015,Second Class,SC-20770,Stewart Carmichael,Corporate,Bhiwandi,Maharashtra,India,Central Asia,OFF-BI-10004436,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",28.08,4,0,0.48,112.32,75,3,Yes,Second Class
5058,IN-2015-23712,12/15/2015,12/18/2015,Second Class,SC-20770,Stewart Carmichael,Corporate,Bhiwandi,Maharashtra,India,Central Asia,OFF-BI-10001659,Office Supplies,Binders,"Cardinal Index Tab, Clear",65.34,9,0,11.61,588.0600000000001,88.88888888888889,3,Yes,Second Class
5059,IN-2015-23712,12/15/2015,12/18/2015,Second Class,SC-20770,Stewart Carmichael,Corporate,Bhiwandi,Maharashtra,India,Central Asia,OFF-BI-10001312,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",254.34,9,0,106.65,2289.06,88.88888889,3,Yes,Second Class
5060,ID-2018-39042,6/22/2018,6/27/2018,Standard Class,AR-10405,Allen Rosenblatt,Corporate,Malang,Jawa Timur,Indonesia,Southeast Asia,OFF-EN-10002119,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",100.5039,7,0.47,-3.8661,703.5273,85.71428571428571,5,No,Second Class
5061,IN-2016-72089,9/8/2016,9/13/2016,Standard Class,TB-21355,Todd Boyes,Corporate,Wodonga,Victoria,Australia,Oceania,FUR-BO-10001598,Furniture,Bookcases,"Bush Corner Shelving, Pine",225.612,2,0.1,87.732,451.224,50,5,No,Second Class
5062,IN-2016-72089,9/8/2016,9/13/2016,Standard Class,TB-21355,Todd Boyes,Corporate,Wodonga,Victoria,Australia,Oceania,TEC-MA-10002029,Technology,Machines,"StarTech Receipt Printer, Durable",99.63,1,0.1,17.7,99.63,0,5,No,Second Class
5063,IN-2018-65936,3/19/2018,3/25/2018,Standard Class,TS-21205,Thomas Seio,Corporate,Jakarta,Jakarta,Indonesia,Southeast Asia,OFF-AR-10000120,Office Supplies,Art,"BIC Canvas, Fluorescent",120.3624,3,0.27,9.8424,361.0872,66.66666666666667,6,No,Standard Class
5064,ID-2017-64060,9/24/2017,9/30/2017,Standard Class,SG-20605,Speros Goranitis,Consumer,Ballarat,Victoria,Australia,Oceania,OFF-EN-10002924,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Security-Tint",225.99,5,0.1,-10.11,1129.95,80,6,Yes,Standard Class
5065,ID-2017-64060,9/24/2017,9/30/2017,Standard Class,SG-20605,Speros Goranitis,Consumer,Ballarat,Victoria,Australia,Oceania,TEC-AC-10002257,Technology,Accessories,"Logitech Numeric Keypad, Bluetooth",125.064,3,0.1,34.704,375.192,66.66666666666667,6,Yes,Standard Class
